-log(1-xi), xi^2, (xi^j)^2 + (xi^k)^2, (xi^j)^2 + (xi^k)^2 + (xi^m)^2 + (xi^n)^2 + (xi^l)^20.217880,0.038329,0.000000,0.000000
0.266674,0.054792,0.000000,0.000000
0.028426,0.000785,0.000000,0.000000
0.355499,0.089507,0.000000,0.000000
0.939768,0.371224,0.000000,0.000000
1.017749,0.407800,0.000000,0.000000
0.974390,0.387603,0.000000,0.000000
0.650903,0.228891,0.000000,0.000000
0.027250,0.000723,0.000000,0.000000
0.511423,0.160287,0.000000,0.000000
2.059000,0.761114,0.000000,0.000000
0.277505,0.058723,0.000000,0.000000
0.098172,0.008744,0.000000,0.000000
1.347072,0.547599,0.000000,0.000000
0.546781,0.177401,0.000000,0.000000
0.376312,0.098352,0.000000,0.000000
1.625851,0.645220,0.000000,0.000000
3.069913,0.909305,0.000000,0.000000
3.229718,0.922428,0.000000,0.000000
0.081946,0.006190,0.000000,0.000000
1.074068,0.433470,0.000000,0.000000
1.632507,0.647319,0.000000,0.000000
2.526064,0.846449,0.000000,0.000000
2.188892,0.788471,0.000000,0.000000
2.550802,0.850049,0.000000,0.000000
0.531278,0.169865,0.000000,0.000000
1.901796,0.723690,0.000000,0.000000
1.366398,0.554989,0.000000,0.000000
0.159606,0.021762,0.000000,0.000000
1.766814,0.687446,0.000000,0.000000
1.914125,0.726806,0.000000,0.000000
0.190580,0.030109,0.000000,0.000000
0.484699,0.147546,0.000000,0.000000
0.178494,0.026723,0.000000,0.000000
0.009799,0.000095,0.000000,0.000000
0.063997,0.003843,0.000000,0.000000
0.302887,0.068287,0.000000,0.000000
0.012931,0.000165,0.000000,0.000000
0.231064,0.042565,0.000000,0.000000
0.321911,0.075756,0.000000,0.000000
1.579488,0.630308,0.000000,0.000000
1.747345,0.681886,0.000000,0.000000
0.766289,0.286509,0.000000,0.000000
0.063664,0.003804,0.000000,0.000000
1.015891,0.406942,0.000000,0.000000
0.035098,0.001190,0.000000,0.000000
0.369292,0.095343,0.000000,0.000000
1.313733,0.534632,0.000000,0.000000
0.105355,0.009999,0.000000,0.000000
0.030994,0.000931,0.000000,0.000000
0.149225,0.019217,0.000000,0.000000
0.230715,0.042450,0.000000,0.000000
1.129258,0.457960,0.000000,0.000000
0.633777,0.220351,0.000000,0.000000
1.330118,0.541040,0.000000,0.000000
0.933895,0.368425,0.000000,0.000000
0.719594,0.263221,0.000000,0.000000
0.617809,0.212406,0.000000,0.000000
0.097715,0.008666,0.000000,0.000000
0.269235,0.055713,0.000000,0.000000
1.259170,0.512814,0.000000,0.000000
0.282582,0.060597,0.000000,0.000000
2.123122,0.775003,0.000000,0.000000
0.457734,0.134898,0.000000,0.000000
3.961402,0.962290,0.000000,0.000000
0.278790,0.059195,0.000000,0.000000
0.318661,0.074463,0.000000,0.000000
2.140384,0.778613,0.000000,0.000000
0.944122,0.373296,0.000000,0.000000
4.848612,0.984383,0.000000,0.000000
0.834072,0.320042,0.000000,0.000000
3.918903,0.960669,0.000000,0.000000
0.395211,0.106577,0.000000,0.000000
0.589213,0.198235,0.000000,0.000000
0.369240,0.095321,0.000000,0.000000
0.210290,0.035967,0.000000,0.000000
1.543315,0.618312,0.000000,0.000000
0.067271,0.004233,0.000000,0.000000
1.413102,0.572463,0.000000,0.000000
0.357909,0.090519,0.000000,0.000000
0.493028,0.151497,0.000000,0.000000
0.280883,0.059968,0.000000,0.000000
0.407569,0.112047,0.000000,0.000000
2.056762,0.760615,0.000000,0.000000
2.628874,0.860888,0.000000,0.000000
1.104418,0.447021,0.000000,0.000000
0.216147,0.037785,0.000000,0.000000
0.358018,0.090565,0.000000,0.000000
0.397016,0.107372,0.000000,0.000000
0.012860,0.000163,0.000000,0.000000
3.261057,0.924775,0.000000,0.000000
0.429421,0.121881,0.000000,0.000000
0.145388,0.018310,0.000000,0.000000
1.149712,0.466861,0.000000,0.000000
2.437185,0.832827,0.000000,0.000000
1.314160,0.534800,0.000000,0.000000
1.995166,0.746512,0.000000,0.000000
3.423350,0.935857,0.000000,0.000000
0.817719,0.311992,0.000000,0.000000
0.481186,0.145886,0.000000,0.000000
1.115501,0.451918,0.000000,0.000000
0.050169,0.002394,0.000000,0.000000
0.272271,0.056812,0.000000,0.000000
0.673113,0.239984,0.000000,0.000000
0.262195,0.053194,0.000000,0.000000
0.602557,0.204838,0.000000,0.000000
1.059634,0.426954,0.000000,0.000000
0.205770,0.034589,0.000000,0.000000
0.688852,0.247852,0.000000,0.000000
0.926376,0.364833,0.000000,0.000000
0.234669,0.043751,0.000000,0.000000
0.282485,0.060561,0.000000,0.000000
1.822695,0.702932,0.000000,0.000000
0.096012,0.008381,0.000000,0.000000
2.229048,0.796323,0.000000,0.000000
0.699565,0.253209,0.000000,0.000000
1.240541,0.505197,0.000000,0.000000
3.548820,0.943310,0.000000,0.000000
0.537297,0.172785,0.000000,0.000000
1.402823,0.568664,0.000000,0.000000
1.018808,0.408289,0.000000,0.000000
0.554248,0.181047,0.000000,0.000000
1.121260,0.454452,0.000000,0.000000
0.099749,0.009013,0.000000,0.000000
1.225004,0.498780,0.000000,0.000000
0.235051,0.043877,0.000000,0.000000
0.219077,0.038707,0.000000,0.000000
0.509825,0.159520,0.000000,0.000000
0.721182,0.264014,0.000000,0.000000
0.476250,0.143559,0.000000,0.000000
0.176992,0.026313,0.000000,0.000000
1.207617,0.491529,0.000000,0.000000
0.068378,0.004368,0.000000,0.000000
0.484427,0.147417,0.000000,0.000000
1.518502,0.609899,0.000000,0.000000
0.026058,0.000662,0.000000,0.000000
0.652401,0.229638,0.000000,0.000000
0.711188,0.259019,0.000000,0.000000
1.539104,0.616895,0.000000,0.000000
2.754412,0.876758,0.000000,0.000000
0.707196,0.257024,0.000000,0.000000
0.523415,0.166061,0.000000,0.000000
2.132121,0.776891,0.000000,0.000000
2.008285,0.749577,0.000000,0.000000
0.268245,0.055357,0.000000,0.000000
0.197535,0.032130,0.000000,0.000000
0.769412,0.288063,0.000000,0.000000
1.430963,0.579002,0.000000,0.000000
0.162820,0.022577,0.000000,0.000000
1.270856,0.517549,0.000000,0.000000
1.277471,0.520214,0.000000,0.000000
0.032437,0.001019,0.000000,0.000000
1.976591,0.742112,0.000000,0.000000
1.402552,0.568564,0.000000,0.000000
0.506007,0.157690,0.000000,0.000000
0.607380,0.207229,0.000000,0.000000
0.368113,0.094840,0.000000,0.000000
0.481059,0.145826,0.000000,0.000000
2.310260,0.811377,0.000000,0.000000
0.500773,0.155187,0.000000,0.000000
5.964621,0.994871,0.000000,0.000000
0.755429,0.281103,0.000000,0.000000
0.524278,0.166478,0.000000,0.000000
4.117876,0.967707,0.000000,0.000000
2.370219,0.821814,0.000000,0.000000
1.053553,0.424196,0.000000,0.000000
4.322874,0.973652,0.000000,0.000000
0.990512,0.395155,0.000000,0.000000
0.152013,0.019888,0.000000,0.000000
3.111447,0.912911,0.000000,0.000000
0.460628,0.136244,0.000000,0.000000
2.425562,0.830963,0.000000,0.000000
2.037010,0.756173,0.000000,0.000000
1.065634,0.429668,0.000000,0.000000
0.625926,0.216443,0.000000,0.000000
0.914388,0.359087,0.000000,0.000000
0.431504,0.122828,0.000000,0.000000
0.975622,0.388181,0.000000,0.000000
0.747893,0.277347,0.000000,0.000000
0.058538,0.003233,0.000000,0.000000
0.613546,0.210289,0.000000,0.000000
3.239526,0.923170,0.000000,0.000000
1.913551,0.726662,0.000000,0.000000
0.794997,0.300761,0.000000,0.000000
0.048539,0.002245,0.000000,0.000000
0.674266,0.240561,0.000000,0.000000
0.117536,0.012297,0.000000,0.000000
1.412343,0.572184,0.000000,0.000000
1.610175,0.640236,0.000000,0.000000
1.426635,0.577424,0.000000,0.000000
0.577899,0.192654,0.000000,0.000000
0.851564,0.328619,0.000000,0.000000
0.998692,0.398968,0.000000,0.000000
0.022192,0.000482,0.000000,0.000000
0.750534,0.278663,0.000000,0.000000
4.471356,0.977267,0.000000,0.000000
0.059289,0.003314,0.000000,0.000000
0.904490,0.354325,0.000000,0.000000
0.483336,0.146902,0.000000,0.000000
0.164020,0.022884,0.000000,0.000000
5.016724,0.986792,0.000000,0.000000
1.565865,0.625828,0.000000,0.000000
1.038366,0.417274,0.000000,0.000000
2.004937,0.748798,0.000000,0.000000
0.360446,0.091588,0.000000,0.000000
0.270648,0.056224,0.000000,0.000000
2.743602,0.875463,0.000000,0.000000
1.552378,0.621348,0.000000,0.000000
3.224377,0.922021,0.000000,0.000000
2.026794,0.753845,0.000000,0.000000
0.739986,0.273403,0.000000,0.000000
0.095980,0.008376,0.000000,0.000000
0.260131,0.052464,0.000000,0.000000
0.261824,0.053063,0.000000,0.000000
0.444559,0.128804,0.000000,0.000000
