501, 501
500, 500
499, 499
498, 500
499, 499
500, 500
499, 499
500, 500
499, 499
498, 500
499, 499
498, 498
499, 497
498, 496
497, 497
498, 498
499, 497
498, 496
499, 497
500, 498
499, 499
498, 500
499, 499
500, 498
499, 497
500, 496
499, 495
500, 494
501, 495
502, 496
503, 497
504, 496
503, 495
504, 494
505, 495
506, 494
505, 493
506, 492
507, 493
508, 492
509, 493
510, 492
511, 491
512, 492
511, 493
512, 492
513, 493
514, 492
515, 491
516, 492
515, 493
514, 494
513, 493
512, 494
513, 495
512, 496
513, 497
512, 498
511, 497
510, 498
509, 497
508, 496
509, 497
510, 498
509, 499
510, 500
509, 499
508, 500
507, 501
508, 500
509, 501
508, 500
509, 501
508, 500
507, 501
506, 502
507, 503
506, 504
507, 503
508, 502
507, 503
508, 504
507, 503
506, 504
505, 503
504, 504
503, 505
502, 504
503, 505
504, 504
503, 503
502, 502
503, 503
502, 504
501, 503
502, 502
501, 503
500, 504
499, 505
498, 506
499, 507
500, 506
499, 505
498, 504
499, 503
498, 502
497, 503
498, 502
497, 501
496, 502
497, 501
496, 500
495, 499
494, 500
493, 501
492, 500
491, 499
490, 500
489, 501
488, 500
487, 501
488, 502
487, 503
486, 504
485, 503
486, 502
487, 503
488, 504
487, 503
488, 504
489, 503
490, 502
489, 501
488, 502
487, 503
486, 504
485, 503
484, 504
483, 505
484, 506
483, 507
482, 508
483, 507
484, 506
485, 507
486, 508
487, 509
486, 508
485, 509
484, 510
483, 511
484, 512
483, 511
484, 512
485, 513
486, 512
487, 511
486, 510
487, 509
488, 510
489, 511
488, 512
489, 513
488, 512
487, 513
486, 514
487, 515
488, 514
487, 515
486, 514
487, 513
486, 514
487, 515
486, 516
487, 517
488, 518
489, 517
490, 516
491, 515
492, 514
491, 515
490, 514
491, 513
492, 512
491, 511
490, 510
491, 511
490, 512
491, 511
492, 512
491, 513
492, 512
493, 513
494, 514
493, 513
492, 514
491, 515
490, 514
489, 513
490, 514
491, 513
490, 514
489, 515
490, 516
489, 517
490, 518
489, 517
490, 516
489, 517
488, 516
487, 517
486, 518
487, 517
486, 516
487, 517
486, 516
485, 517
484, 516
485, 517
484, 518
485, 517
486, 516
487, 517
488, 518
487, 517
486, 518
485, 519
484, 518
483, 519
484, 520
485, 519
484, 520
483, 521
482, 522
483, 523
484, 522
483, 523
484, 524
483, 523
484, 524
485, 523
486, 524
485, 523
484, 522
485, 523
484, 524
483, 525
484, 524
485, 523
484, 522
483, 521
484, 520
483, 521
482, 522
481, 521
482, 522
483, 521
484, 520
485, 519
486, 520
485, 519
484, 518
483, 517
484, 518
483, 517
482, 518
483, 517
482, 516
481, 517
482, 516
481, 517
480, 516
479, 515
478, 516
479, 515
480, 516
479, 515
478, 516
477, 515
478, 516
479, 515
480, 516
481, 517
480, 518
481, 517
480, 518
481, 519
480, 518
479, 519
478, 518
479, 519
478, 518
477, 519
476, 520
475, 521
476, 520
475, 519
474, 520
473, 519
474, 518
475, 517
474, 518
473, 517
474, 518
473, 517
472, 516
471, 515
472, 514
471, 515
470, 514
471, 515
472, 514
471, 515
470, 516
469, 515
468, 514
469, 513
470, 512
471, 513
470, 512
469, 511
468, 510
469, 509
470, 508
469, 507
470, 506
469, 505
468, 506
467, 507
468, 508
469, 509
468, 510
467, 509
468, 508
467, 507
468, 506
469, 505
470, 506
469, 507
470, 508
469, 509
470, 508
469, 507
468, 508
467, 509
468, 508
469, 509
470, 508
469, 509
470, 508
469, 509
470, 510
471, 511
472, 510
473, 511
472, 510
471, 509
472, 510
473, 511
472, 512
473, 511
472, 512
471, 511
470, 510
469, 509
470, 508
469, 509
468, 508
469, 507
470, 508
471, 509
470, 508
469, 509
468, 510
469, 511
470, 512
471, 511
472, 510
471, 509
472, 510
473, 511
472, 510
473, 511
472, 512
473, 511
474, 512
473, 513
472, 512
473, 513
472, 514
471, 513
472, 512
473, 513
474, 512
473, 511
474, 510
473, 509
474, 510
475, 509
476, 510
475, 509
476, 510
475, 509
474, 508
473, 509
472, 510
471, 509
470, 510
469, 511
468, 512
467, 511
466, 512
465, 511
466, 510
465, 509
464, 510
465, 509
466, 508
467, 509
468, 508
469, 507
470, 508
471, 507
472, 506
471, 505
470, 506
469, 507
468, 508
467, 507
466, 508
467, 509
468, 510
467, 509
466, 508
465, 507
466, 506
467, 507
466, 508
467, 507
466, 506
465, 507
466, 508
467, 507
468, 508
469, 507
470, 506
469, 505
468, 506
469, 505
468, 504
469, 503
470, 502
471, 503
470, 504
469, 503
468, 504
467, 503
468, 504
469, 505
470, 504
469, 505
470, 506
469, 505
470, 504
471, 503
472, 502
471, 501
472, 500
471, 499
470, 500
471, 501
470, 502
471, 501
472, 502
473, 503
472, 502
473, 501
474, 502
473, 503
472, 502
473, 503
474, 502
473, 503
474, 504
475, 503
476, 504
475, 503
476, 502
475, 503
476, 502
477, 501
478, 500
477, 501
476, 502
475, 503
474, 502
475, 503
476, 502
477, 503
476, 504
475, 505
474, 506
473, 505
474, 506
475, 507
474, 508
473, 509
472, 510
473, 511
474, 510
473, 511
474, 510
475, 511
474, 512
475, 513
474, 512
475, 513
476, 514
475, 515
476, 514
477, 515
478, 514
479, 513
480, 514
481, 515
482, 514
483, 515
484, 516
483, 515
482, 514
483, 515
482, 516
483, 515
484, 514
483, 513
482, 512
481, 511
482, 510
483, 511
482, 512
481, 511
480, 510
481, 511
482, 510
481, 509
482, 508
481, 507
482, 506
483, 507
484, 506
483, 505
484, 506
485, 505
484, 504
483, 503
482, 504
483, 503
484, 504
483, 505
482, 506
481, 507
482, 508
481, 509
480, 510
481, 509
480, 510
479, 511
480, 510
479, 511
480, 512
479, 513
478, 512
477, 511
478, 512
477, 511
478, 512
477, 513
478, 512
479, 511
478, 510
479, 511
478, 510
479, 509
478, 508
477, 507
478, 508
477, 507
478, 508
479, 509
480, 508
479, 507
478, 506
477, 505
478, 506
479, 505
478, 506
477, 507
478, 508
477, 507
476, 506
477, 505
476, 506
477, 505
478, 506
477, 505
476, 504
477, 505
478, 504
477, 505
476, 504
475, 505
476, 506
477, 507
478, 508
477, 509
476, 508
475, 509
474, 510
475, 511
476, 510
475, 511
476, 510
477, 511
478, 512
479, 513
478, 512
479, 511
480, 510
479, 511
478, 512
479, 513
480, 514
481, 513
482, 514
481, 515
482, 516
483, 517
482, 516
481, 517
480, 516
481, 517
480, 518
481, 517
480, 516
479, 517
480, 518
481, 519
482, 518
481, 519
480, 518
481, 517
480, 516
481, 515
482, 514
481, 513
482, 512
481, 511
480, 510
481, 509
480, 510
479, 509
480, 510
479, 511
478, 512
479, 513
478, 514
479, 513
478, 514
479, 513
478, 512
479, 511
480, 512
479, 511
478, 510
479, 511
478, 512
477, 511
478, 512
477, 511
476, 510
475, 511
476, 510
475, 509
474, 508
473, 509
474, 508
475, 509
474, 508
475, 507
476, 508
475, 509
476, 508
475, 509
474, 508
473, 509
474, 508
473, 509
474, 510
475, 511
476, 510
477, 511
478, 512
477, 513
476, 512
475, 513
474, 514
475, 515
474, 514
475, 513
476, 514
475, 513
474, 514
473, 513
472, 512
471, 511
472, 512
471, 511
472, 512
471, 513
470, 514
471, 513
472, 514
471, 515
470, 514
469, 515
468, 516
